international_id	goals	assists	num_of_shots	shot_speed	shot_attempts	shooting_percentage	high_danger_shots	medium_danger_shots	low_danger_shots	save_percentage	winning_goals	power_play_time	power_play_goals	time_on_ice	faceoff_win_percentage	puck_touches	puck_recoveries	puck_possession_time	penalty_kill_time	penality_minutes	penalties_taken	time_between_penalties	goals_against_total	goals_against_average	passes_attempted	passes_completed	pass_completion_rate	games_missed_due_to_injury
6645	119.0	132.0	434.0	92.4914	434.0	4.6163	125.0	142.0	167.0	72.1403	5.0	4.2626	113.0	6.07	58.2498	830.0	144.0	0.0	4.26	11.0	0.0	5.31	0.0	0.0	652.0	317.0	48.62	16.0
8260	99.0	120.0	434.0	80.189	453.0	53.3086	127.0	182.0	144.0	63.6533	0.0	2.5845	95.0	22.83	48.1898	174.0	281.0	0.0	0.28	38.0	0.0	47.71	0.0	0.0	374.0	154.0	41.18	24.0
1558	82.0	156.0	433.0	71.3096	440.0	56.3644	144.0	135.0	161.0	64.2533	5.0	2.5428	98.0	3.91	37.5126	148.0	312.0	7.44	4.41	5.0	2.0	1.15	0.0	0.0	395.0	365.0	92.41	16.0
9807	106.0	101.0	500.0	79.8431	515.0	35.2053	155.0	193.0	167.0	65.1272	4.0	1.8568	98.0	16.65	46.3	315.0	260.0	7.87	5.9	31.0	3.0	4.61	0.0	0.0	396.0	195.0	49.24	15.0
940	53.0	185.0	426.0	78.3748	426.0	37.9606	136.0	152.0	138.0	63.6453	0.0	2.48	85.0	15.91	45.2322	102.0	261.0	0.0	3.69	9.0	0.0	16.59	0.0	0.0	427.0	380.0	88.99	23.0
7101	33.0	166.0	482.0	115.4633	482.0	42.5365	140.0	182.0	160.0	79.5476	5.0	1.418	68.0	20.59	59.628	135.0	52.0	0.0	0.67	34.0	0.0	25.52	0.0	0.0	387.0	247.0	63.82	20.0
293	81.0	160.0	462.0	74.6828	488.0	25.1133	167.0	169.0	152.0	56.1325	0.0	1.513	97.0	5.76	53.7024	910.0	49.0	36.16	2.26	11.0	0.0	6.92	20.0	34.93	662.0	288.0	43.5	20.0
5019	73.0	156.0	416.0	93.1691	434.0	18.5244	133.0	137.0	164.0	86.7797	6.0	3.9309	86.0	4.85	48.551	169.0	235.0	8.35	5.29	22.0	1.0	2.71	0.0	0.0	425.0	356.0	83.76	19.0
8923	127.0	226.0	459.0	105.6238	499.0	48.3948	154.0	200.0	145.0	61.3833	9.0	3.3236	152.0	3.71	47.2149	870.0	316.0	0.0	4.07	21.0	0.0	3.43	0.0	0.0	758.0	598.0	78.89	23.0
6433	97.0	158.0	449.0	107.729	478.0	22.8707	150.0	186.0	142.0	75.5015	0.0	2.4035	110.0	12.14	41.2298	760.0	116.0	0.0	3.32	14.0	0.0	12.34	0.0	0.0	640.0	492.0	76.88	17.0
7023	133.0	160.0	450.0	66.1986	459.0	15.9293	150.0	159.0	150.0	56.7498	0.0	1.3784	136.0	16.09	50.6419	147.0	291.0	6.26	2.73	24.0	0.0	11.59	0.0	0.0	423.0	235.0	55.56	21.0
41	75.0	191.0	484.0	113.1495	495.0	16.9045	159.0	142.0	194.0	76.3083	5.0	6.738	102.0	10.56	55.0609	500.0	283.0	8.46	4.34	2.0	2.0	3.52	11.0	16.2	555.0	475.0	85.59	21.0
6657	91.0	134.0	426.0	84.2516	454.0	15.7716	144.0	186.0	124.0	55.1644	0.0	2.9969	99.0	2.96	45.7417	430.0	141.0	19.4	2.58	26.0	0.0	2.28	0.0	0.0	472.0	113.0	23.94	16.0
2327	132.0	212.0	432.0	112.7886	456.0	38.9917	162.0	175.0	119.0	74.355	9.0	1.4123	152.0	6.15	53.7954	336.0	143.0	0.71	7.65	10.0	1.0	4.72	0.0	0.0	531.0	501.0	94.35	24.0
5013	78.0	177.0	421.0	69.8493	432.0	35.6643	141.0	136.0	155.0	82.5309	3.0	4.7379	102.0	9.52	47.2513	102.0	326.0	0.0	5.78	2.0	1.0	6.28	0.0	0.0	435.0	170.0	39.08	22.0
6937	71.0	182.0	440.0	66.8789	462.0	12.9867	143.0	174.0	145.0	71.7067	5.0	3.9968	96.0	28.26	52.1365	186.0	97.0	0.0	0.0	11.0	1.0	16.55	22.0	16.39	421.0	240.0	57.01	26.0
7129	44.0	172.0	454.0	121.2323	491.0	29.8596	135.0	209.0	147.0	72.2503	5.0	1.7807	78.0	6.45	50.4669	136.0	39.0	0.0	5.08	9.0	1.0	4.23	0.0	0.0	403.0	338.0	83.87	19.0
9034	97.0	130.0	418.0	76.9524	452.0	23.9218	132.0	183.0	137.0	74.6012	11.0	2.5889	100.0	11.07	44.9618	668.0	163.0	34.67	3.57	14.0	1.0	3.52	16.0	23.0	553.0	363.0	65.64	13.0
8559	93.0	199.0	464.0	91.5038	476.0	40.6628	173.0	175.0	128.0	62.249	6.0	2.8681	117.0	6.08	56.9653	181.0	206.0	0.0	3.94	13.0	0.0	5.23	0.0	0.0	473.0	269.0	56.87	21.0
9835	43.0	146.0	438.0	77.1122	444.0	46.9066	147.0	175.0	122.0	63.8164	5.0	2.1871	68.0	23.19	42.6157	108.0	136.0	0.0	0.0	0.0	0.0	33.04	0.0	0.0	373.0	82.0	21.98	21.0
1585	96.0	160.0	476.0	76.7323	476.0	39.4335	149.0	183.0	144.0	69.1726	10.0	4.2426	108.0	14.64	62.6871	301.0	504.0	24.36	6.85	1.0	3.0	4.93	0.0	0.0	432.0	251.0	58.1	20.0
2226	74.0	211.0	461.0	86.1679	471.0	40.3358	152.0	142.0	177.0	81.1623	4.0	4.1649	106.0	5.91	56.0898	121.0	442.0	0.0	3.79	17.0	0.0	6.89	0.0	0.0	479.0	158.0	32.99	23.0
27	106.0	185.0	480.0	85.6811	480.0	30.9866	152.0	188.0	140.0	79.1753	5.0	3.3372	125.0	30.39	47.0119	188.0	426.0	2.9	1.73	16.0	0.0	37.5	0.0	0.0	439.0	316.0	71.98	25.0
2585	84.0	187.0	479.0	87.7594	479.0	1.4434	140.0	197.0	142.0	81.8051	3.0	4.3936	107.0	20.97	55.9477	56.0	122.0	12.85	2.99	16.0	1.0	12.75	0.0	0.0	393.0	312.0	79.39	26.0
8890	72.0	139.0	494.0	87.6085	505.0	12.4963	153.0	209.0	143.0	69.739	0.0	1.6051	85.0	3.57	61.3342	1270.0	187.0	62.33	3.51	5.0	3.0	0.98	0.0	0.0	818.0	516.0	63.08	15.0
3069	51.0	161.0	470.0	73.4681	470.0	2.3496	147.0	120.0	203.0	77.7879	3.0	1.7659	81.0	10.34	54.3056	800.0	242.0	25.07	4.38	3.0	2.0	3.3	4.0	7.92	649.0	622.0	95.84	22.0
9145	84.0	160.0	442.0	83.3667	442.0	43.5646	142.0	192.0	108.0	67.3958	6.0	5.8927	98.0	26.6	53.4746	156.0	70.0	0.0	0.45	0.0	0.0	23.34	0.0	0.0	377.0	168.0	44.56	21.0
1076	152.0	160.0	426.0	96.6962	426.0	33.5307	150.0	167.0	109.0	63.9926	0.0	2.0268	147.0	12.8	35.9393	153.0	204.0	12.61	5.05	12.0	0.0	19.87	0.0	0.0	434.0	213.0	49.08	22.0
4013	131.0	147.0	467.0	96.297	505.0	54.7307	142.0	202.0	161.0	58.9484	7.0	2.0154	126.0	23.6	57.241	320.0	168.0	0.0	0.68	11.0	2.0	4.01	0.0	0.0	438.0	193.0	44.06	23.0
2744	77.0	186.0	489.0	85.4072	499.0	12.9062	153.0	182.0	164.0	59.289	0.0	3.434	101.0	4.33	47.0359	361.0	138.0	2.98	4.87	12.0	1.0	3.43	0.0	0.0	462.0	244.0	52.81	24.0
8416	70.0	193.0	433.0	79.7647	433.0	53.0369	132.0	164.0	137.0	72.2017	11.0	2.0155	101.0	5.4	50.9057	144.0	417.0	0.0	3.37	44.0	0.0	11.62	0.0	0.0	431.0	234.0	54.29	24.0
6472	83.0	200.0	470.0	88.9348	475.0	30.0432	164.0	177.0	134.0	68.8545	6.0	2.057	112.0	2.99	44.2465	1020.0	147.0	50.78	3.65	17.0	0.0	4.22	13.0	21.58	790.0	614.0	77.72	18.0
9669	63.0	239.0	462.0	70.9094	463.0	3.8551	167.0	144.0	152.0	64.7889	3.0	4.0665	108.0	12.95	43.71	179.0	149.0	4.51	4.32	13.0	0.0	16.74	0.0	0.0	527.0	495.0	93.93	27.0
8642	177.0	167.0	455.0	96.2651	481.0	16.2135	145.0	194.0	142.0	72.9122	7.0	1.9595	169.0	2.6	51.4138	720.0	324.0	0.0	0.94	12.0	0.0	1.87	14.0	24.76	606.0	267.0	44.06	18.0
1177	61.0	232.0	453.0	78.4273	466.0	21.4434	172.0	155.0	139.0	71.6601	6.0	4.6652	109.0	2.53	45.8409	830.0	174.0	21.27	4.27	2.0	2.0	0.72	0.0	0.0	729.0	181.0	24.83	25.0
5278	88.0	129.0	434.0	87.1231	451.0	33.0319	139.0	130.0	182.0	66.6795	7.0	3.6857	94.0	19.07	45.6811	870.0	69.0	0.0	0.78	23.0	1.0	14.6	0.0	0.0	636.0	182.0	28.62	19.0
7008	49.0	149.0	466.0	96.6436	483.0	21.4278	132.0	185.0	166.0	75.0961	6.0	2.6366	70.0	10.97	54.0183	392.0	353.0	20.84	3.59	8.0	0.0	9.19	0.0	0.0	463.0	281.0	60.69	16.0
3627	113.0	159.0	400.0	86.3002	409.0	46.9324	129.0	164.0	116.0	74.6469	6.0	3.4141	118.0	9.65	42.172	241.0	290.0	0.0	5.47	3.0	0.0	12.04	0.0	0.0	415.0	365.0	87.95	21.0
3332	44.0	119.0	466.0	102.2784	518.0	5.8648	147.0	218.0	153.0	61.6617	5.0	1.7356	59.0	4.85	57.2579	253.0	335.0	7.23	4.15	19.0	0.0	2.86	0.0	0.0	395.0	266.0	67.34	14.0
653	59.0	125.0	439.0	74.7793	452.0	31.0602	127.0	126.0	199.0	80.3589	0.0	2.7107	71.0	28.11	58.6063	169.0	78.0	3.8	0.23	2.0	0.0	40.0	0.0	0.0	377.0	179.0	47.48	20.0
6874	53.0	137.0	444.0	101.9923	462.0	6.6723	151.0	173.0	138.0	58.6665	5.0	2.2858	72.0	28.6	53.6891	81.0	136.0	5.6	2.21	19.0	0.0	11.1	0.0	0.0	340.0	200.0	58.82	12.0
3193	88.0	167.0	461.0	69.4483	480.0	24.0165	146.0	122.0	212.0	75.8975	8.0	3.5097	103.0	4.83	37.6953	148.0	130.0	9.2	4.33	17.0	0.0	8.06	0.0	0.0	410.0	358.0	87.32	21.0
5304	124.0	189.0	453.0	71.0337	453.0	23.4147	148.0	142.0	163.0	71.1687	0.0	2.5885	135.0	13.31	56.4102	172.0	205.0	10.84	3.37	51.0	2.0	3.94	18.0	25.48	435.0	335.0	77.01	28.0
6326	122.0	225.0	426.0	85.3499	432.0	9.8391	138.0	175.0	119.0	75.4018	11.0	3.0839	147.0	9.17	42.7162	550.0	225.0	6.73	5.42	23.0	1.0	6.25	0.0	0.0	677.0	504.0	74.45	23.0
7894	78.0	260.0	442.0	110.0722	442.0	28.0623	131.0	184.0	127.0	69.8698	5.0	3.8919	127.0	25.97	44.2577	1220.0	270.0	31.92	0.72	12.0	0.0	20.81	0.0	0.0	986.0	552.0	55.98	42.0
3082	147.0	152.0	401.0	72.44	424.0	69.885	126.0	185.0	113.0	71.3057	6.0	3.3306	139.0	5.46	61.084	720.0	227.0	0.0	3.48	6.0	0.0	3.85	0.0	0.0	604.0	219.0	36.26	18.0
8031	80.0	157.0	418.0	73.6385	453.0	28.1846	149.0	170.0	134.0	76.8973	0.0	4.6855	93.0	10.06	48.79	1030.0	82.0	23.68	6.63	27.0	2.0	4.52	0.0	0.0	778.0	578.0	74.29	20.0
450	142.0	168.0	453.0	95.4184	486.0	18.1985	157.0	144.0	185.0	56.039	1.0	3.0129	145.0	12.98	56.6537	600.0	200.0	0.0	5.03	15.0	0.0	9.51	0.0	0.0	608.0	451.0	74.18	20.0
5808	118.0	186.0	470.0	86.6562	490.0	35.5679	160.0	156.0	174.0	65.3169	7.0	3.7649	135.0	4.75	48.3143	102.0	138.0	1.41	3.02	7.0	1.0	4.29	0.0	0.0	442.0	239.0	54.07	27.0
4878	86.0	254.0	467.0	134.3083	467.0	19.5207	145.0	176.0	146.0	66.1835	6.0	3.382	133.0	4.53	52.2875	780.0	271.0	29.73	6.46	26.0	0.0	4.21	0.0	0.0	780.0	719.0	92.18	28.0
9088	97.0	174.0	444.0	89.0148	451.0	46.0908	145.0	146.0	160.0	84.7508	5.0	3.683	111.0	10.12	53.4368	650.0	548.0	37.19	4.46	15.0	0.0	11.4	0.0	0.0	625.0	580.0	92.8	17.0
4362	99.0	188.0	447.0	76.5726	486.0	23.6821	152.0	176.0	158.0	81.4665	0.0	2.8182	122.0	17.5	55.1262	1100.0	249.0	18.31	2.55	10.0	0.0	35.99	0.0	0.0	873.0	276.0	31.62	22.0
5741	87.0	177.0	420.0	73.6585	425.0	10.7334	139.0	139.0	147.0	79.4214	6.0	2.0323	108.0	5.63	42.386	266.0	129.0	10.73	4.39	42.0	2.0	1.39	0.0	0.0	484.0	207.0	42.77	23.0
1855	85.0	131.0	463.0	77.5258	463.0	34.8635	144.0	139.0	180.0	53.8249	0.0	1.5054	88.0	8.24	59.4229	91.0	167.0	0.0	5.29	17.0	0.0	21.18	0.0	0.0	328.0	183.0	55.79	15.0
1571	116.0	136.0	445.0	92.9733	475.0	26.1479	139.0	180.0	156.0	71.0172	5.0	4.0438	113.0	5.84	42.5529	700.0	363.0	8.44	2.45	8.0	1.0	4.25	14.0	23.88	567.0	335.0	59.08	14.0
2878	47.0	117.0	441.0	77.0572	462.0	16.7544	132.0	193.0	137.0	63.628	5.0	1.8027	59.0	40.3	56.4249	920.0	155.0	37.98	2.04	29.0	0.0	6.18	23.0	36.32	615.0	284.0	46.18	16.0
6870	88.0	137.0	446.0	110.5778	453.0	12.1133	129.0	178.0	146.0	60.1404	8.0	2.0091	91.0	4.58	50.1343	510.0	331.0	0.0	4.1	25.0	0.0	4.21	0.0	0.0	505.0	255.0	50.5	20.0
2747	143.0	163.0	454.0	91.3409	482.0	13.7195	154.0	160.0	168.0	74.4438	3.0	1.197	147.0	5.52	46.9194	1000.0	205.0	11.06	3.39	2.0	1.0	2.66	0.0	0.0	777.0	388.0	49.94	19.0
7734	100.0	87.0	457.0	111.3162	458.0	38.4293	156.0	182.0	120.0	75.1404	5.0	6.2343	87.0	20.18	45.9366	78.0	197.0	0.0	0.0	34.0	0.0	14.1	12.0	10.38	239.0	70.0	29.29	13.0
9570	107.0	174.0	443.0	103.326	443.0	42.6592	142.0	134.0	167.0	55.7403	0.0	1.5516	119.0	6.37	49.2108	182.0	506.0	4.94	6.19	18.0	1.0	4.57	0.0	0.0	430.0	231.0	53.72	20.0
5324	117.0	162.0	456.0	73.6887	480.0	36.3924	143.0	195.0	142.0	80.1237	9.0	6.8745	124.0	9.27	41.9177	567.0	243.0	19.94	4.26	14.0	0.0	8.21	0.0	0.0	591.0	495.0	83.76	19.0
4404	68.0	185.0	421.0	91.4215	471.0	38.4967	139.0	129.0	203.0	77.4984	9.0	2.2662	95.0	8.68	42.1212	250.0	474.0	0.0	5.8	10.0	0.0	5.15	0.0	0.0	475.0	415.0	87.37	28.0
7462	166.0	134.0	445.0	73.74	480.0	13.0652	173.0	186.0	121.0	75.4206	6.0	2.1317	147.0	3.9	41.5509	186.0	371.0	0.0	6.29	1.0	0.0	2.02	0.0	0.0	372.0	151.0	40.59	15.0
3174	69.0	130.0	466.0	114.5578	466.0	8.3637	164.0	171.0	131.0	82.2977	5.0	4.1007	78.0	13.64	61.1589	114.0	126.0	12.63	5.52	1.0	1.0	8.79	0.0	0.0	365.0	352.0	96.44	13.0
226	92.0	167.0	484.0	70.5547	522.0	31.0186	160.0	187.0	175.0	65.7848	0.0	6.7953	100.0	23.46	58.2375	108.0	86.0	0.0	0.61	20.0	0.0	29.36	0.0	0.0	425.0	163.0	38.35	23.0
207	57.0	174.0	459.0	119.6155	486.0	51.349	128.0	222.0	136.0	71.686	0.0	1.8815	87.0	23.55	62.4519	620.0	91.0	0.36	0.0	1.0	1.0	14.63	23.0	18.76	601.0	266.0	44.26	20.0
7130	94.0	182.0	438.0	84.8355	443.0	9.2118	139.0	152.0	152.0	80.4117	7.0	1.6522	111.0	2.49	64.2693	156.0	144.0	20.77	3.33	21.0	0.0	1.68	0.0	0.0	447.0	381.0	85.23	22.0
9082	82.0	195.0	427.0	94.883	456.0	51.9855	151.0	145.0	160.0	68.3318	10.0	1.1759	110.0	7.55	49.3452	281.0	312.0	16.43	6.36	2.0	1.0	5.04	0.0	0.0	469.0	245.0	52.24	18.0
3006	117.0	165.0	433.0	93.0085	437.0	26.1652	128.0	187.0	122.0	82.5873	0.0	3.5516	126.0	17.89	49.5267	530.0	100.0	8.05	3.58	0.0	1.0	9.33	0.0	0.0	555.0	526.0	94.77	18.0
8052	42.0	223.0	474.0	72.3916	484.0	30.1258	165.0	182.0	137.0	64.4377	5.0	1.4534	92.0	9.48	57.9854	1470.0	98.0	53.7	6.52	9.0	0.0	9.73	0.0	0.0	1037.0	763.0	73.58	28.0
4124	99.0	197.0	441.0	96.9321	476.0	67.0887	147.0	139.0	190.0	87.5286	5.0	3.2153	124.0	21.85	37.6299	870.0	123.0	0.82	2.23	19.0	1.0	11.88	0.0	0.0	733.0	696.0	94.95	27.0
9478	86.0	201.0	464.0	120.69	489.0	34.8058	159.0	176.0	154.0	56.4203	3.0	4.0595	114.0	18.11	44.3225	195.0	238.0	0.0	4.98	37.0	2.0	4.4	0.0	0.0	498.0	461.0	92.57	20.0
5360	59.0	147.0	481.0	136.6807	481.0	25.6398	158.0	136.0	187.0	61.4813	7.0	2.4966	76.0	17.14	58.5586	900.0	162.0	32.94	1.61	1.0	0.0	31.28	0.0	0.0	699.0	293.0	41.92	22.0
457	60.0	191.0	463.0	86.0945	484.0	38.7699	138.0	184.0	162.0	71.7308	0.0	4.3528	92.0	20.7	61.1815	306.0	327.0	4.61	1.09	12.0	0.0	17.52	0.0	0.0	496.0	276.0	55.65	28.0
9216	98.0	124.0	436.0	60.9208	454.0	64.7188	149.0	146.0	159.0	71.0203	2.0	2.2511	98.0	10.44	53.2976	136.0	217.0	27.65	4.57	1.0	1.0	8.9	0.0	0.0	355.0	262.0	73.8	12.0
8931	63.0	167.0	451.0	69.4172	468.0	22.7636	148.0	164.0	156.0	67.8268	3.0	4.2701	88.0	10.8	37.9689	211.0	170.0	0.0	4.27	14.0	1.0	8.08	0.0	0.0	442.0	181.0	40.95	21.0
4374	84.0	104.0	412.0	65.1386	425.0	35.6671	144.0	122.0	159.0	56.268	3.0	2.6402	80.0	18.21	59.8409	680.0	84.0	29.34	0.0	10.0	0.0	16.41	23.0	24.29	550.0	253.0	46.0	13.0
4298	82.0	154.0	411.0	76.5996	419.0	15.9333	146.0	122.0	151.0	65.1138	5.0	1.0251	94.0	15.67	40.8465	60.0	37.0	37.2	5.96	8.0	0.0	20.84	0.0	0.0	375.0	202.0	53.87	21.0
882	58.0	139.0	458.0	80.6854	458.0	38.8451	143.0	120.0	195.0	57.1357	0.0	7.0374	74.0	3.57	42.2622	124.0	127.0	0.0	3.04	1.0	1.0	1.53	21.0	35.39	339.0	322.0	94.99	13.0
2951	49.0	157.0	429.0	145.2063	433.0	41.4364	147.0	120.0	166.0	69.6916	9.0	3.9241	71.0	12.79	60.0807	212.0	47.0	0.0	4.75	8.0	1.0	5.18	0.0	0.0	419.0	356.0	84.96	16.0
5326	41.0	206.0	435.0	69.8013	437.0	7.4212	147.0	160.0	130.0	75.2811	5.0	3.3337	87.0	18.38	48.1897	133.0	228.0	20.05	2.25	33.0	1.0	12.38	0.0	0.0	464.0	120.0	25.86	27.0
6487	77.0	214.0	450.0	156.3135	454.0	49.4161	138.0	168.0	148.0	50.8328	5.0	1.1171	112.0	20.2	42.1333	920.0	76.0	27.31	2.3	18.0	2.0	9.76	0.0	0.0	781.0	544.0	69.65	29.0
730	78.0	141.0	463.0	102.6472	475.0	24.4635	143.0	173.0	159.0	78.9332	7.0	4.7914	90.0	4.94	44.1804	390.0	182.0	5.23	4.68	18.0	0.0	4.86	0.0	0.0	461.0	74.0	16.05	20.0
793	114.0	167.0	453.0	85.8163	478.0	31.941	160.0	153.0	165.0	69.8796	4.0	4.1284	120.0	27.89	46.2294	275.0	220.0	23.44	2.27	16.0	1.0	14.95	0.0	0.0	482.0	442.0	91.7	28.0
3234	118.0	138.0	485.0	110.3526	516.0	43.4297	174.0	183.0	159.0	71.8785	4.0	4.7206	118.0	21.81	61.1585	810.0	462.0	19.48	0.2	1.0	0.0	42.17	0.0	0.0	617.0	349.0	56.56	25.0
8114	112.0	164.0	443.0	76.9749	476.0	36.1996	155.0	188.0	133.0	78.2575	4.0	0.9465	120.0	15.81	53.7247	1050.0	458.0	56.48	3.75	12.0	0.0	15.93	0.0	0.0	797.0	613.0	76.91	21.0
6899	78.0	168.0	456.0	148.5719	468.0	49.9946	142.0	189.0	137.0	69.457	7.0	4.8241	93.0	6.12	49.9638	165.0	332.0	0.0	2.97	34.0	0.0	9.52	11.0	17.26	384.0	315.0	82.03	22.0
8878	122.0	156.0	462.0	60.1183	474.0	27.8274	154.0	170.0	150.0	67.7406	0.0	1.9593	122.0	9.02	55.8663	109.0	78.0	0.0	4.86	15.0	3.0	2.53	0.0	0.0	370.0	223.0	60.27	15.0
3953	81.0	148.0	419.0	97.6156	423.0	34.7098	142.0	162.0	119.0	78.9229	1.0	1.5388	89.0	5.98	49.2068	146.0	322.0	0.0	3.48	31.0	0.0	9.04	0.0	0.0	398.0	176.0	44.22	18.0
1979	122.0	160.0	433.0	85.2135	433.0	24.5394	126.0	116.0	191.0	65.2698	0.0	2.8922	124.0	17.75	47.545	41.0	326.0	26.95	5.74	17.0	3.0	4.68	0.0	0.0	348.0	225.0	64.66	20.0
7352	82.0	251.0	462.0	64.0851	511.0	25.383	175.0	159.0	177.0	63.4162	5.0	1.7184	128.0	11.12	48.8242	950.0	72.0	0.0	7.22	24.0	2.0	2.6	0.0	0.0	814.0	605.0	74.32	28.0
7863	94.0	112.0	462.0	127.7129	468.0	35.8692	170.0	110.0	188.0	80.3098	0.0	1.9576	88.0	10.77	58.926	230.0	110.0	0.0	4.26	17.0	0.0	9.39	0.0	0.0	367.0	206.0	56.13	14.0
397	180.0	150.0	515.0	61.0828	525.0	35.7766	153.0	215.0	157.0	57.001	0.0	3.0199	168.0	7.31	53.312	441.0	135.0	0.0	3.63	2.0	0.0	9.92	17.0	26.7	462.0	218.0	47.19	16.0
6122	60.0	122.0	444.0	77.946	444.0	33.8021	136.0	150.0	158.0	70.783	10.0	1.2855	68.0	22.56	48.9114	109.0	414.0	0.0	2.13	18.0	0.0	18.17	0.0	0.0	350.0	194.0	55.43	20.0
4943	27.0	183.0	468.0	89.369	509.0	6.1922	140.0	197.0	172.0	60.1357	5.0	1.8281	71.0	9.38	55.357	960.0	350.0	7.4	5.93	12.0	3.0	4.61	0.0	0.0	790.0	640.0	81.01	23.0
2125	63.0	167.0	457.0	84.0886	474.0	4.671	162.0	190.0	122.0	75.8733	5.0	3.1932	87.0	4.72	58.6108	720.0	139.0	0.0	4.25	5.0	2.0	4.06	0.0	0.0	638.0	331.0	51.88	21.0
2731	119.0	188.0	401.0	139.1959	407.0	63.4033	122.0	176.0	109.0	84.2594	6.0	1.7035	130.0	6.83	37.625	103.0	252.0	0.0	4.98	13.0	2.0	1.44	0.0	0.0	443.0	423.0	95.49	19.0
8705	89.0	165.0	464.0	65.7233	476.0	34.0325	169.0	142.0	165.0	66.1626	7.0	1.1995	103.0	9.16	38.7	362.0	83.0	0.0	5.83	1.0	3.0	2.3	0.0	0.0	499.0	291.0	58.32	17.0
691	91.0	234.0	436.0	88.3071	496.0	48.7048	139.0	202.0	155.0	50.5863	8.0	2.5037	129.0	22.23	47.8143	1440.0	66.0	74.85	0.0	15.0	0.0	13.74	38.0	32.07	1002.0	758.0	75.65	27.0
4501	78.0	226.0	423.0	55.4906	450.0	6.7462	146.0	173.0	131.0	68.964	8.0	4.3819	116.0	8.04	45.3454	820.0	122.0	3.22	3.89	1.0	0.0	8.39	0.0	0.0	744.0	271.0	36.42	27.0
8307	84.0	161.0	464.0	67.1825	473.0	29.4522	145.0	198.0	130.0	58.4788	7.0	1.7075	100.0	22.17	54.2322	790.0	140.0	0.0	1.49	16.0	1.0	7.94	0.0	0.0	657.0	342.0	52.05	26.0
9102	84.0	155.0	468.0	113.1886	468.0	34.6985	156.0	166.0	146.0	79.9732	0.0	3.4554	94.0	22.11	40.158	131.0	259.0	6.36	0.0	18.0	0.0	25.49	0.0	0.0	394.0	158.0	40.1	17.0
7984	40.0	179.0	434.0	141.284	434.0	20.9434	147.0	144.0	143.0	76.5303	12.0	4.619	78.0	17.77	58.1631	600.0	245.0	0.0	2.11	19.0	2.0	6.96	14.0	13.77	617.0	463.0	75.04	20.0
6627	67.0	187.0	488.0	81.3767	488.0	50.3266	151.0	165.0	172.0	86.0512	5.0	3.387	96.0	5.97	43.0087	117.0	228.0	0.0	4.57	2.0	2.0	2.29	0.0	0.0	433.0	228.0	52.66	20.0
4377	106.0	207.0	461.0	111.1731	469.0	16.1749	167.0	172.0	130.0	64.6401	6.0	5.0359	133.0	8.87	38.7481	960.0	346.0	12.13	3.47	20.0	1.0	3.46	0.0	0.0	802.0	426.0	53.12	25.0
2284	54.0	177.0	418.0	102.1172	440.0	52.146	128.0	120.0	192.0	77.644	8.0	4.209	85.0	5.9	58.2162	167.0	195.0	23.41	2.48	3.0	0.0	5.31	12.0	21.42	421.0	353.0	83.85	20.0
2718	79.0	193.0	422.0	87.6009	464.0	17.7559	141.0	197.0	126.0	73.8507	4.0	2.9789	109.0	4.01	55.8572	580.0	89.0	0.0	2.57	20.0	2.0	0.92	10.0	16.55	593.0	435.0	73.36	22.0
3805	102.0	135.0	456.0	62.3409	478.0	9.4389	146.0	149.0	183.0	78.7304	0.0	4.8642	102.0	23.52	43.9784	113.0	299.0	0.0	2.34	7.0	0.0	27.69	0.0	0.0	351.0	255.0	72.65	17.0
6329	122.0	162.0	506.0	83.1595	510.0	20.9641	164.0	186.0	160.0	79.4927	4.0	2.064	125.0	6.76	41.7117	1030.0	51.0	38.49	5.31	2.0	0.0	6.25	0.0	0.0	794.0	570.0	71.79	20.0
421	97.0	207.0	410.0	94.1818	439.0	38.9619	127.0	124.0	188.0	69.4011	1.0	2.2471	122.0	8.29	52.0048	780.0	237.0	9.71	4.55	2.0	0.0	8.37	14.0	21.65	694.0	491.0	70.75	19.0
9442	71.0	170.0	417.0	79.3972	424.0	50.0227	134.0	127.0	163.0	65.689	0.0	5.4904	89.0	2.36	38.9761	285.0	123.0	24.02	5.24	12.0	0.0	3.72	0.0	0.0	459.0	442.0	96.3	22.0
4496	169.0	189.0	445.0	91.0778	457.0	11.9514	142.0	183.0	132.0	74.5698	11.0	2.0335	169.0	17.88	50.0299	250.0	297.0	0.0	1.18	16.0	0.0	24.09	13.0	10.56	417.0	289.0	69.3	19.0
91	84.0	162.0	447.0	70.5977	489.0	36.5697	147.0	182.0	160.0	75.0295	10.0	2.507	99.0	6.97	43.3059	140.0	257.0	3.09	6.21	21.0	1.0	3.6	0.0	0.0	434.0	394.0	90.78	20.0
8117	102.0	212.0	488.0	75.0253	504.0	22.01	145.0	208.0	151.0	63.3561	5.0	11.2267	132.0	18.22	42.3174	550.0	231.0	15.77	3.56	1.0	0.0	11.15	0.0	0.0	634.0	515.0	81.23	29.0
7334	114.0	165.0	428.0	93.8097	430.0	38.0811	156.0	150.0	124.0	68.0769	8.0	1.3778	123.0	9.09	47.6082	62.0	198.0	11.5	6.2	1.0	0.0	9.58	0.0	0.0	384.0	157.0	40.89	26.0
